package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
Drew Gregory        8   https://letterboxd.com/drewgregory/film/nothing-compares/
Daniel Martínez Mantilla 8
Film Festival Today 8   https://letterboxd.com/filmfesttoday/film/nothing-compares/
Marya E. Gates      8   https://letterboxd.com/oldfilmsflicker/film/nothing-compares/
Den_of_geeks        8   https://letterboxd.com/den_of_geeks/film/nothing-compares/
Jake_J              8
Zachary Weiss       8   https://letterboxd.com/aprespompeii/film/nothing-compares/
dohanley            8
Rich Drees          8
James Risk          8
liz lapp            7   https://letterboxd.com/lizzylapp/film/nothing-compares/
Dave Rhinna         7   https://letterboxd.com/metaldave815/film/nothing-compares/
Robert Daniels      7   https://letterboxd.com/812filmreviews/film/nothing-compares/
lsdwa               7   https://letterboxd.com/lsdwa/film/nothing-compares/
Zach Shevich        7
YMS_adum            7
YourMoviesSuckDOTorg Unofficial 7
TREVARIUS JULIAN    7
Cody Dericks        7   https://letterboxd.com/codymonster91/film/nothing-compares/
Christopher Haskell 7   https://letterboxd.com/haskellch/film/nothing-compares/
Ally                7
YMSNotOfficialU     7
Julie_B             7
Cecil Seaskull      7
Roberta             7
Orli Spierer        7
Brett Arnold        7
Pepao               7
reanna              7
Bree Soto           7
SaveThePood         7
Ella Kemp           6   https://letterboxd.com/ellakemp/film/nothing-compares/
Dor                 6
Daniel Vaca         6   https://letterboxd.com/onlyfincherfans/film/nothing-compares/
WillWrites          6
AlexMovieReviews    6   https://letterboxd.com/vintimilla/film/nothing-compares/
☼courtnee @ sundance☼ 6   https://letterboxd.com/upshelearns/film/nothing-compares/
Jael                6
Sean Burns          6
1ofmystories        6   https://letterboxd.com/1ofmystories/film/nothing-compares/
Jonny_G             6
Evergreen727        6
Alexandra Parker    6
robc3366            6
Marco Cerritos      6
Seconds23           5
VadimBogdanov       5
robbiez666          5   https://letterboxd.com/robbiez666/film/nothing-compares/
Josh Encinias       5
Matt St. John       4   https://letterboxd.com/mattstjohn/film/nothing-compares/
Jake                4
WileyOFC            4
Danny Kenan         4
Patrick Devitt      3

"Sirens" (Rita Baghdadi) [World Documentaries]
#letterboxd
andrea arnold's black child 8
Clint Worthington   8
TomerCoop           8   https://letterboxd.com/tomercoop/film/sirens-2022/
VadimBogdanov       6
Patrick Devitt      2

"Tantura" (Alon Schwarz) [World Documentaries]
Jordan Mintzer          https://www.hollywoodreporter.com/movies/movie-reviews/tantura-sundance-2022-1235076127/
Jonathan Romney         https://www.screendaily.com/reviews/tantura-sundance-review/5166520.article
Dan Mecca             A-  https://thefilmstage.com/sundance-review-tantura-remembers-a-village-stolen-and-buried/
#letterboxd
bfoutty             10
Mike Yager          9   https://letterboxd.com/myager/film/tantura/
pattp               9
Bobby Harris        9   https://letterboxd.com/rygarfrost/film/tantura/
Keith Christen      9   https://letterboxd.com/keithc12/film/tantura/
seltzersloth        8   https://letterboxd.com/seltzersloth/film/tantura/
SaveThePood         8
Tyler Carmody       8
Robert Daniels      8   https://letterboxd.com/812filmreviews/film/tantura/
Dan Mecca           8   https://letterboxd.com/djmecca/film/tantura/
Lee Walker          8
Jim Eustice         8
lukemick            8
Suvo Pyne           8   https://letterboxd.com/pynesh/film/tantura/
Isaac Feldberg      8
Alessandra_K        8   https://letterboxd.com/alessandra_kr/film/tantura/
Palomita de maíz    8   https://letterboxd.com/palomita_maiz/film/tantura/
Brian Skutle        8
lilcultdancer       8   https://letterboxd.com/lilcultdancer/film/tantura/
Robert Quiroz       8   https://letterboxd.com/rquiroz6/film/tantura/
amesbakes           8
humzaakbar          8
acngbg              8
Eren Odabasi        8
Kevin Dando         8   https://letterboxd.com/kdando/film/tantura/
Ethan Sapir         8   https://letterboxd.com/eon997/film/tantura/
TwoRivers           8
Kenny Miles         8   https://letterboxd.com/thekennymiles/film/tantura/
Shaun Munro         8
Doug Laman          8
karli stone         8   https://letterboxd.com/karlistone/film/tantura/
Emma                8
Joey Gentile        8
Raul Alejandro Mendoza Diaz 8
wulfgar111          8
Ben Choate          8   https://letterboxd.com/realbenchoate/film/tantura/
Rylan California    8
Matt Neglia         8
briansykes          7   https://letterboxd.com/briansykes/film/tantura/
Matthew             7
Zach Shevich        7
jmatsen             7
Adrienne Frank      7   https://letterboxd.com/adriennefrank/film/tantura/
BloodyFootSex       7   https://letterboxd.com/bloodyfootsex/film/tantura/
fotocinefila        7
laslo rojas         7
Kristen             7   https://letterboxd.com/maroon5gurl88/film/tantura/
robbiez666          7   https://letterboxd.com/robbiez666/film/tantura/
Johanna Wong        7
kwk                 7
Shane Slater        7
sgudavalli          7
IMDbryce            7
thomascalhoon       6   https://letterboxd.com/thomascalhoon/film/tantura/
VadimBogdanov       6   https://letterboxd.com/vadimbogdanov/film/tantura/
jos__               6
Gavin Briscoe       6
LizNorris           6
Samuel Stone        6
Matt Oakes          5
Frankie             5
Arda Günaydın       5
ashavit23           4

"The Territory" (Alex Pritz) [World Documentaries]
#letterboxd

"We Met in Virtual Reality" (Joe Hunting) [World Documentaries]
Jonathan Romney         https://www.screendaily.com/reviews/we-met-in-virtual-reality-sundance-review/5166768.article
Juan Barquin          B+  https://thefilmstage.com/sundance-review-we-met-in-virtual-reality-examines-digital-connections-with-beautiful-sincerity/
#letterboxd
timetravelleral     10
Aaron Washing       10
Edward              10
mcneelymike         10   https://letterboxd.com/mcneelymike/film/we-met-in-virtual-reality/
kat scott           10
Quint               10
Nick_H              10
Alex Franqueira     10
Clint Worthington   10
bleeech             10   https://letterboxd.com/bleeech/film/we-met-in-virtual-reality/
Juan                9   https://letterboxd.com/woahitsjuanito/film/we-met-in-virtual-reality/
BurtonMacReady      9   https://letterboxd.com/burtonmacready/film/we-met-in-virtual-reality/
Jake_J              9
Maviene Tran        9   https://letterboxd.com/passivecritic/film/we-met-in-virtual-reality/
Julie_B             9
NikTheorin          9
Kyle Donovan        9
Roryyyyyyy          9
Matthew Oliva       9
Robert Kojder       9
Adrian Barber       9
geezern             9
Maria Silveira      8
Zach Shevich        8
moregon             8   https://letterboxd.com/stateofmoregon/film/we-met-in-virtual-reality/
MoonfallFan1969     8
Tyler Simeone       8
Jaclyn S.           8   https://letterboxd.com/shinjanator/film/we-met-in-virtual-reality/
fork_02             8
Samuel Paramore     8
nfiles              8
Sandra Files        8
Adam Stackhouse     8
Shaun Munro         8
FunFamily           8
dte                 8
Josh                8
Josh                8
Alicia Haddick      8   https://letterboxd.com/socialanigirl/film/we-met-in-virtual-reality/
Macon               7
Tiago Ribeiro       7
doceatdoc           7
loquaciousmuse      7
jos__               7
baolinhkn           7
w3irdfish3s         7
Matt Zinnecker      7
bluejayn            7
Matt St. John       7
Walter Neto         7   https://letterboxd.com/walternative/film/we-met-in-virtual-reality/
Omary               7
Raven               7
Rylan California    7
Gina                7
Mark Treviño        7
leah                7
Brandon Fluhr       7
CDynamo             7
Michael Dietrich    7
kyra manlove        7
- ̗̀ Logan ̖́-      7
theregoesminky      7
Botbotb             7
Kindred Michael     7
Josh Johnson        7
Eric Tuscanes       7
crybaby             6
Connor_B            6
Li Lai              6   https://letterboxd.com/mediaversityrev/film/we-met-in-virtual-reality/
Soham Gadre         6
filmlord666         6
Joel Whitaker       6   https://letterboxd.com/popmyreligion/film/we-met-in-virtual-reality/
Remiga              6
David Sims          6
cbc435              6   https://letterboxd.com/cbc435/film/we-met-in-virtual-reality/
Justin              6
Matt Neglia         6   https://letterboxd.com/nextbestpicture/film/we-met-in-virtual-reality/
Semina Rye          6   https://letterboxd.com/semina/film/we-met-in-virtual-reality/
Jake                6   https://letterboxd.com/jakestandley/film/we-met-in-virtual-reality/
jezebelsinclair     6
sarah-layne toni    6
Megan               6
Nadeem              6
PeterPuletti        6
Denis Eremeev       6
Frankie             6
Curt Wedin          6
Drew Gregory        6
arlin               6
Sam Baum            6
Zach Ephlin         6
Keegan Hewlett      6
Graham Jones: Sundance Baby 6
parker              6
thefilmcynic        5
Britt Layton        5
John Monroe Johnny Monroe 5
Jeremy Heilman      5
Late Movie Reviews  5
qw0aszx             5   https://letterboxd.com/qw0aszx/film/we-met-in-virtual-reality/
Max Fattal          5
JimmyJ              4   https://letterboxd.com/jimmyj/film/we-met-in-virtual-reality/
Faris Najjar        4   https://letterboxd.com/farisnajjar/film/we-met-in-virtual-reality/
Jackson             4
Hamze Younis        4
WileyOFC            4
Kyle                4
James Risk          4
DuncOls             3   https://letterboxd.com/duncols/film/we-met-in-virtual-reality/
djhupp              3

U.S. DOCUMENTARY COMPETITION

"Aftershock" (Tonya Lewis Lee, Paula Eiselt) [U.S. Documentaries]
#letterboxd

"Descendant" (Margaret Brown) [U.S. Documentaries]
#letterboxd
Lexi                10
Benya Krik          10   https://letterboxd.com/bhbenson/film/descendant-2022/
Matilde             10
Allie               10   https://letterboxd.com/regalredstar/film/descendant-2022/
Alexander Hadden    9   https://letterboxd.com/alexanderhadden/film/descendant-2022/
humzaakbar          9
doceatdoc           9   https://letterboxd.com/doceatdoc/film/descendant-2022/
tannerholcomb       9   https://letterboxd.com/tannerholcomb/film/descendant-2022/
filmlord666         9
Daniel Bayer        9   https://letterboxd.com/tapman86/film/descendant-2022/
Matt Neglia         8   https://letterboxd.com/nextbestpicture/film/descendant-2022/
Corey Craft         8   https://letterboxd.com/yeroc7890/film/descendant-2022/
keyboardonfire      8
Jason               7   https://letterboxd.com/sundancejason/film/descendant-2022/
jlgeiringer         6

"The Exiles" (Violet Columbus, Ben Klein) [U.S. Documentaries]
John DeFore             https://www.hollywoodreporter.com/movies/movie-reviews/the-exiles-film-sundance-2022-1235079164/
David Ehrlich       B-   https://www.indiewire.com/2022/01/the-exiles-review-christine-choy-1234691410/
#letterboxd
Leo Shix            10
Mike_W              10
Leziga              10   https://letterboxd.com/leziga/film/the-exiles-2022/
B-Man               10   https://letterboxd.com/bcc273/film/the-exiles-2022/
Tom Lynch           10   https://letterboxd.com/tozmahal/film/the-exiles-2022/
connorinspace       10
Cherry              10
vivian              10
caroline            10
Jess                10
Violet Columbus     10   https://letterboxd.com/vivi1492/film/the-exiles-2022/
Yuri                9
Shelby              9   https://letterboxd.com/shelbyboring/film/the-exiles-2022/
hjmenken            9
Maura Fallon        9
Bree Soto           9
Sean Boelman        8   https://letterboxd.com/bigtunaonfilm/film/the-exiles-2022/
Engelbert Rafferty  8
Katrina Peralta     8   https://letterboxd.com/clairefoy/film/the-exiles-2022/
Danielle Strle      8
rkopilow            8
Skye                8   https://letterboxd.com/skyemadison/film/the-exiles-2022/
Kylie               8   https://letterboxd.com/kylieburgundy/film/the-exiles-2022/
Travis Burgess      8
Price Garrison      8
David Jaffe         8
Ryan                8
carlos gonzález-salicrup 8
lsdwa               8
hoeht               8
bingliu89           8
Emily               8
Jason               8
humzaakbar          8
Daniel Martínez Mantilla 7
Jason Tan Liwag     7
allymb              7
Trey Wootton        7
Brayan de Jesús     7   https://letterboxd.com/brayandejesus/film/the-exiles-2022/
nucar               7
maya🌟🌈              7
tishzka             7
weitu               7
Kevin Dando         7
Bobby Harris        7
Matt Neglia         7
Sean Hillary        7
odditykumar         6   https://letterboxd.com/odditykumar/film/the-exiles-2022/
amesbakes           6
amato               6
Matt Myler          6
Alexthesoupboy      6
David Ehrlich       6
Li Lai              6   https://letterboxd.com/mediaversityrev/film/the-exiles-2022/
will bjarnar        6
Yortj               6
Connor Meehan       5
Tyler Simeone       5   https://letterboxd.com/simeonetyler/film/the-exiles-2022/
Jordan Raup         5
Ryan Swen           5
Maybe Ryan Swen     5
Nick Han            5
Eric Rowe           5   https://letterboxd.com/gotthatwmd/film/the-exiles-2022/
chris_zjx           5   https://letterboxd.com/chris_zjx/film/the-exiles-2022/
keyboardonfire      4   https://letterboxd.com/keyboardonfire/film/the-exiles-2022/

"Fire of Love" (Sara Dosa) [U.S. Documentaries]
Daniel Fienberg         https://www.hollywoodreporter.com/movies/movie-reviews/fire-of-love-review-1235078227/
Ryan Lattanzio      A-   https://www.indiewire.com/2022/01/fire-of-love-review-katia-maurice-krafft-1234691994/
Jordan Raup           B  https://thefilmstage.com/sundance-review-fire-of-love-gracefully-captures-a-deathly-bond-with-volcanic-wonders/
#letterboxd
Andrea              10
Travis Burgess      10   https://letterboxd.com/travisb6528/film/fire-of-love-2022/
charlotte           10   https://letterboxd.com/mumblesauce/film/fire-of-love-2022/
AJ Ford             10   https://letterboxd.com/aford/film/fire-of-love-2022/
